$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
$GPGGA,024406.000,4458.6415,N,09311.0339,W,1,06,2.01,282.2,M,-32.0,M,,*51$
$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
$GPGGA,024407.000,4458.6390,N,09311.0347,W,1,06,2.01,282.3,M,-32.0,M,,*52$
$GPGGA,024406.000,4458.6415,N,09311.0339,W,1,06,2.01,282.2,M,-32.0,M,,*51$
$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024408.000,4458.6364,N,09311.0350,W,1,06,2.01,282.4,M,-32.0,M,,*57$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
$GPGGA,024407.000,4458.6390,N,09311.0347,W,1,06,2.01,282.3,M,-32.0,M,,*52$
$GPGGA,024406.000,4458.6415,N,09311.0339,W,1,06,2.01,282.2,M,-32.0,M,,*51$
$GPGGA,024409.000,4458.6354,N,09311.0357,W,1,07,1.17,282.5,M,-32.0,M,,*56$
$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024408.000,4458.6364,N,09311.0350,W,1,06,2.01,282.4,M,-32.0,M,,*57$
$GPGGA,024410.000,4458.6346,N,09311.0363,W,1,07,1.59,282.6,M,-32.0,M,,*53$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
$GPGGA,024407.000,4458.6390,N,09311.0347,W,1,06,2.01,282.3,M,-32.0,M,,*52$
$GPGGA,024406.000,4458.6415,N,09311.0339,W,1,06,2.01,282.2,M,-32.0,M,,*51$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024409.000,4458.6354,N,09311.0357,W,1,07,1.17,282.5,M,-32.0,M,,*56$
$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024412.000,4458.6333,N,09311.0375,W,1,07,1.06,282.7,M,-32.0,M,,*5F$
$GPGGA,024408.000,4458.6364,N,09311.0350,W,1,06,2.01,282.4,M,-32.0,M,,*57$
$GPGGA,024410.000,4458.6346,N,09311.0363,W,1,07,1.59,282.6,M,-32.0,M,,*53$
$GPGGA,024413.000,4458.6326,N,09311.0380,W,1,07,1.06,282.6,M,-32.0,M,,*51$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
$GPGGA,024407.000,4458.6390,N,09311.0347,W,1,06,2.01,282.3,M,-32.0,M,,*52$
$GPGGA,024406.000,4458.6415,N,09311.0339,W,1,06,2.01,282.2,M,-32.0,M,,*51$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024414.000,4458.6326,N,09311.0383,W,1,07,1.06,282.5,M,-32.0,M,,*56$
$GPGGA,024409.000,4458.6354,N,09311.0357,W,1,07,1.17,282.5,M,-32.0,M,,*56$
$GPGGA,024415.000,4458.6326,N,09311.0385,W,1,07,1.06,282.5,M,-32.0,M,,*51$
$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?M-^?^L$GPGGA,024412.000,4458.6333,N,09311.0375,W,1,07,1.06,282.7,M,-32.0,M,,*5F$
$GPGGA,024408.000,4458.6364,N,09311.0350,W,1,06,2.01,282.4,M,-32.0,M,,*57$
$GPGGA,024416.000,4458.6324,N,09311.0388,W,1,07,1.06,282.5,M,-32.0,M,,*5D$
$GPGGA,024410.000,4458.6346,N,09311.0363,W,1,07,1.59,282.6,M,-32.0,M,,*53$
$GPGGA,024413.000,4458.6326,N,09311.0380,W,1,07,1.06,282.6,M,-32.0,M,,*51$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
$GPGGA,024417.000,4458.6325,N,09311.0391,W,1,07,1.06,282.5,M,-32.0,M,,*55$
$GPGGA,024407.000,4458.6390,N,09311.0347,W,1,06,2.01,282.3,M,-32.0,M,,*52$
$GPGGA,024406.000,4458.6415,N,09311.0339,W,1,06,2.01,282.2,M,-32.0,M,,*51$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024414.000,4458.6326,N,09311.0383,W,1,07,1.06,282.5,M,-32.0,M,,*56$
$GPGGA,024418.000,4458.6326,N,09311.0392,W,1,06,1.41,282.6,M,-32.0,M,,*5B$
$GPGGA,024409.000,4458.6354,N,09311.0357,W,1,07,1.17,282.5,M,-32.0,M,,*56$
$GPGGA,024419.000,4458.6329,N,09311.0393,W,1,06,1.41,282.6,M,-32.0,M,,*54$
$GPGGA,024415.000,4458.6326,N,09311.0385,W,1,07,1.06,282.5,M,-32.0,M,,*51$
$GPGGA,024404.000,,,,,0,07,,,M,,M,,*79$
$GPGGA,024412.000,4458.6333,N,09311.0375,W,1,07,1.06,282.7,M,-32.0,M,,*5F$
$GPGGA,024420.000,4458.6330,N,09311.0393,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024408.000,4458.6364,N,09311.0350,W,1,06,2.01,282.4,M,-32.0,M,,*57$
$GPGGA,024416.000,4458.6324,N,09311.0388,W,1,07,1.06,282.5,M,-32.0,M,,*5D$
$GPGGA,024410.000,4458.6346,N,09311.0363,W,1,07,1.59,282.6,M,-32.0,M,,*53$
$GPGGA,024421.000,4458.6332,N,09311.0393,W,1,06,1.41,282.6,M,-32.0,M,,*55$
$GPGGA,024413.000,4458.6326,N,09311.0380,W,1,07,1.06,282.6,M,-32.0,M,,*51$
$GPGGA,024403.000,,,,,0,07,,,M,,M,,*7E$
$GPGGA,024405.000,4458.6433,N,09311.0356,W,1,07,1.17,282.5,M,-32.0,M,,*5D$
$GPGGA,024417.000,4458.6325,N,09311.0391,W,1,07,1.06,282.5,M,-32.0,M,,*55$
$GPGGA,024422.000,4458.6333,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*50$
$GPGGA,024407.000,4458.6390,N,09311.0347,W,1,06,2.01,282.3,M,-32.0,M,,*52$
$GPGGA,024406.000,4458.6415,N,09311.0339,W,1,06,2.01,282.2,M,-32.0,M,,*51$
$GPGGA,024411.000,4458.6340,N,09311.0369,W,1,07,1.59,282.6,M,-32.0,M,,*5E$
$GPGGA,024423.000,4458.6334,N,09311.0394,W,1,06,1.41,282.6,M,-32.0,M,,*56$
$GPGGA,024414.000,4458.6326,20,,,,,,,2.21,2.01,0.91*02$
